type,byte,FingerPrint,Corelation
application/rss+xml,20,0.0,1.0
application/epub+zip,20,0.0,1.0
application/x-elc,20,0.0,1.0
audio/mpeg,20,0.0,1.0
text/html,20,0.0,1.0
image/tiff,20,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20,0.0,1.0
application/zip,20,0.0,1.0
image/vnd.microsoft.icon,20,0.0,1.0
video/quicktime,20,0.0,1.0
video/mp4,20,0.0,1.0
application/xml,21,0.0,1.0
application/fits,21,0.0,1.0
application/x-sh,21,0.0,1.0
application/x-msdownload,21,0.0,1.0
image/jpeg,21,0.0,1.0
application/atom+xml,21,0.0,1.0
image/gif,21,0.0,1.0
image/x-ms-bmp,21,0.0,1.0
image/svg+xml,21,0.0,1.0
text/x-php,21,0.0,1.0
application/xhtml+xml,21,0.0,1.0
application/postscript,21,0.0,1.0
application/x-tika-msoffice,21,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,21,0.0,1.0
video/x-flv,21,0.0,1.0
text/x-matlab,21,0.0,1.0
application/vnd.ms-excel,21,0.0,1.0
text/plain,21,0.0,1.0
image/png,21,0.0,1.0
application/pdf,21,0.0,1.0
application/msword,21,0.0,1.0
application/x-compress,21,0.0,1.0
application/x-tika-ooxml,21,0.0,1.0
application/rdf+xml,21,0.0,1.0
application/vnd.google-earth.kml+xml,21,0.0,1.0
application/rss+xml,21,0.0,1.0
application/epub+zip,21,0.0,1.0
application/x-elc,21,0.0,1.0
audio/mpeg,21,0.0,1.0
text/html,21,0.0,1.0
image/tiff,21,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,21,0.0,1.0
application/zip,21,0.0,1.0
image/vnd.microsoft.icon,21,0.0,1.0
video/quicktime,21,0.0,1.0
video/mp4,21,0.0,1.0
application/xml,22,0.0,1.0
application/fits,22,0.0,1.0
application/x-sh,22,0.0,1.0
application/x-msdownload,22,0.0,1.0
image/jpeg,22,0.0,1.0
application/atom+xml,22,0.0,1.0
image/gif,22,0.0,1.0
image/x-ms-bmp,22,0.0,1.0
image/svg+xml,22,0.0,1.0
text/x-php,22,0.0,1.0
application/xhtml+xml,22,0.0,1.0
application/postscript,22,0.0,1.0
application/x-tika-msoffice,22,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,22,0.0,1.0
video/x-flv,22,0.0,1.0
text/x-matlab,22,0.0,1.0
application/vnd.ms-excel,22,0.0,1.0
text/plain,22,0.0,1.0
image/png,22,0.0,1.0
application/pdf,22,0.0,1.0
application/msword,22,0.0,1.0
application/x-compress,22,0.0,1.0
application/x-tika-ooxml,22,0.0,1.0
application/rdf+xml,22,0.0,1.0
application/vnd.google-earth.kml+xml,22,0.0,1.0
application/rss+xml,22,0.0,1.0
application/epub+zip,22,0.0,1.0
application/x-elc,22,0.0,1.0
audio/mpeg,22,0.0,1.0
text/html,22,0.0,1.0
image/tiff,22,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22,0.0,1.0
application/zip,22,0.0,1.0
image/vnd.microsoft.icon,22,0.0,1.0
video/quicktime,22,0.0,1.0
video/mp4,22,0.0,1.0
application/xml,23,0.0,1.0
application/fits,23,0.0,1.0
application/x-sh,23,0.0,1.0
application/x-msdownload,23,0.0,1.0
image/jpeg,23,0.0,1.0
application/atom+xml,23,0.0,1.0
image/gif,23,0.0,1.0
image/x-ms-bmp,23,0.0,1.0
image/svg+xml,23,0.0,1.0
text/x-php,23,0.0,1.0
application/xhtml+xml,23,0.0,1.0
application/postscript,23,0.0,1.0
application/x-tika-msoffice,23,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,23,0.0,1.0
video/x-flv,23,0.0,1.0
text/x-matlab,23,0.0,1.0
application/vnd.ms-excel,23,0.0,1.0
text/plain,23,0.0,1.0
image/png,23,0.0,1.0
application/pdf,23,0.0,1.0
application/msword,23,0.0,1.0
application/x-compress,23,0.0,1.0
application/x-tika-ooxml,23,0.0,1.0
application/rdf+xml,23,0.0,1.0
application/vnd.google-earth.kml+xml,23,0.0,1.0
application/rss+xml,23,0.0,1.0
application/epub+zip,23,0.0,1.0
application/x-elc,23,0.0,1.0
audio/mpeg,23,0.0,1.0
text/html,23,0.0,1.0
image/tiff,23,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23,0.0,1.0
application/zip,23,0.0,1.0
image/vnd.microsoft.icon,23,0.0,1.0
video/quicktime,23,0.0,1.0
video/mp4,23,0.0,1.0
application/xml,24,0.0,1.0
application/fits,24,0.0,1.0
application/x-sh,24,0.0,1.0
application/x-msdownload,24,0.0,1.0
image/jpeg,24,0.0,1.0
application/atom+xml,24,0.0,1.0
image/gif,24,0.0,1.0
image/x-ms-bmp,24,0.0,1.0
image/svg+xml,24,0.0,1.0
text/x-php,24,0.0,1.0
application/xhtml+xml,24,0.0,1.0
application/postscript,24,0.0,1.0
application/x-tika-msoffice,24,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,24,0.0,1.0
video/x-flv,24,0.0,1.0
text/x-matlab,24,0.0,1.0
application/vnd.ms-excel,24,0.0,1.0
text/plain,24,0.0,1.0
image/png,24,0.0,1.0
application/pdf,24,0.0,1.0
application/msword,24,0.0,1.0
application/x-compress,24,0.0,1.0
application/x-tika-ooxml,24,0.0,1.0
application/rdf+xml,24,0.0,1.0
application/vnd.google-earth.kml+xml,24,0.0,1.0
application/rss+xml,24,0.0,1.0
application/epub+zip,24,0.0,1.0
application/x-elc,24,0.0,1.0
audio/mpeg,24,0.0,1.0
text/html,24,0.0,1.0
image/tiff,24,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24,0.0,1.0
application/zip,24,0.0,1.0
image/vnd.microsoft.icon,24,0.0,1.0
video/quicktime,24,0.0,1.0
video/mp4,24,0.0,1.0
application/xml,25,0.0,1.0
application/fits,25,0.0,1.0
application/x-sh,25,0.0,1.0
application/x-msdownload,25,0.0,1.0
image/jpeg,25,0.0,1.0
application/atom+xml,25,0.0,1.0
image/gif,25,0.0,1.0
image/x-ms-bmp,25,0.0,1.0
image/svg+xml,25,0.0,1.0
text/x-php,25,0.0,1.0
application/xhtml+xml,25,0.0,1.0
application/postscript,25,0.0,1.0
application/x-tika-msoffice,25,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,25,0.0,1.0
video/x-flv,25,0.0,1.0
text/x-matlab,25,0.0,1.0
application/vnd.ms-excel,25,0.0,1.0
text/plain,25,0.0,1.0
image/png,25,0.0,1.0
application/pdf,25,0.0,1.0
application/msword,25,0.0,1.0
application/x-compress,25,0.0,1.0
application/x-tika-ooxml,25,0.0,1.0
application/rdf+xml,25,0.0,1.0
application/vnd.google-earth.kml+xml,25,0.0,1.0
application/rss+xml,25,0.0,1.0
application/epub+zip,25,0.0,1.0
application/x-elc,25,0.0,1.0
audio/mpeg,25,0.0,1.0
text/html,25,0.0,1.0
image/tiff,25,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25,0.0,1.0
application/zip,25,0.0,1.0
image/vnd.microsoft.icon,25,0.0,1.0
video/quicktime,25,0.0,1.0
video/mp4,25,0.0,1.0
application/xml,26,0.0,1.0
application/fits,26,0.0,1.0
application/x-sh,26,0.0,1.0
application/x-msdownload,26,0.0,1.0
image/jpeg,26,0.0,1.0
application/atom+xml,26,0.0,1.0
image/gif,26,0.0,1.0
image/x-ms-bmp,26,0.0,1.0
image/svg+xml,26,0.0,1.0
text/x-php,26,0.0,1.0
application/xhtml+xml,26,0.0,1.0
application/postscript,26,0.0,1.0
application/x-tika-msoffice,26,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,26,0.0,1.0
video/x-flv,26,0.0,1.0
text/x-matlab,26,0.0,1.0
application/vnd.ms-excel,26,0.0,1.0
text/plain,26,0.0,1.0
image/png,26,0.0,1.0
application/pdf,26,0.0,1.0
application/msword,26,0.0,1.0
application/x-compress,26,0.0,1.0
application/x-tika-ooxml,26,0.0,1.0
application/rdf+xml,26,0.0,1.0
application/vnd.google-earth.kml+xml,26,0.0,1.0
application/rss+xml,26,0.0,1.0
application/epub+zip,26,0.0,1.0
application/x-elc,26,0.0,1.0
audio/mpeg,26,0.0,1.0
text/html,26,0.0,1.0
image/tiff,26,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,26,0.0,1.0
application/zip,26,0.0,1.0
image/vnd.microsoft.icon,26,0.0,1.0
video/quicktime,26,0.0,1.0
video/mp4,26,0.0,1.0
application/xml,27,0.0,1.0
application/fits,27,0.0,1.0
application/x-sh,27,0.0,1.0
application/x-msdownload,27,0.0,1.0
image/jpeg,27,0.0,1.0
application/atom+xml,27,0.0,1.0
image/gif,27,0.0,1.0
image/x-ms-bmp,27,0.0,1.0
image/svg+xml,27,0.0,1.0
text/x-php,27,0.0,1.0
application/xhtml+xml,27,0.0,1.0
application/postscript,27,0.0,1.0
application/x-tika-msoffice,27,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,27,0.0,1.0
video/x-flv,27,0.0,1.0
text/x-matlab,27,0.0,1.0
application/vnd.ms-excel,27,0.0,1.0
text/plain,27,0.0,1.0
image/png,27,0.0,1.0
application/pdf,27,0.0,1.0
application/msword,27,0.0,1.0
application/x-compress,27,0.0,1.0
application/x-tika-ooxml,27,0.0,1.0
application/rdf+xml,27,0.0,1.0
application/vnd.google-earth.kml+xml,27,0.0,1.0
application/rss+xml,27,0.0,1.0
application/epub+zip,27,0.0,1.0
application/x-elc,27,0.0,1.0
audio/mpeg,27,0.0,1.0
text/html,27,0.0,1.0
image/tiff,27,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27,0.0,1.0
application/zip,27,0.0,1.0
image/vnd.microsoft.icon,27,0.0,1.0
video/quicktime,27,0.0,1.0
video/mp4,27,0.0,1.0
application/xml,28,0.0,1.0
application/fits,28,0.0,1.0
application/x-sh,28,0.0,1.0
application/x-msdownload,28,0.0,1.0
image/jpeg,28,0.0,1.0
application/atom+xml,28,0.0,1.0
image/gif,28,0.0,1.0
image/x-ms-bmp,28,0.0,1.0
image/svg+xml,28,0.0,1.0
text/x-php,28,0.0,1.0
application/xhtml+xml,28,0.0,1.0
application/postscript,28,0.0,1.0
application/x-tika-msoffice,28,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,28,0.0,1.0
video/x-flv,28,0.0,1.0
text/x-matlab,28,0.0,1.0
application/vnd.ms-excel,28,0.0,1.0
text/plain,28,0.0,1.0
image/png,28,0.0,1.0
application/pdf,28,0.0,1.0
application/msword,28,0.0,1.0
application/x-compress,28,0.0,1.0
application/x-tika-ooxml,28,0.0,1.0
application/rdf+xml,28,0.0,1.0
application/vnd.google-earth.kml+xml,28,0.0,1.0
application/rss+xml,28,0.0,1.0
application/epub+zip,28,0.0,1.0
application/x-elc,28,0.0,1.0
audio/mpeg,28,0.0,1.0
text/html,28,0.0,1.0
image/tiff,28,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,28,0.0,1.0
application/zip,28,0.0,1.0
image/vnd.microsoft.icon,28,0.0,1.0
video/quicktime,28,0.0,1.0
video/mp4,28,0.0,1.0
application/xml,29,0.0,1.0
application/fits,29,0.0,1.0
application/x-sh,29,0.0,1.0
application/x-msdownload,29,0.0,1.0
image/jpeg,29,0.0,1.0
application/atom+xml,29,0.0,1.0
image/gif,29,0.0,1.0
image/x-ms-bmp,29,0.0,1.0
image/svg+xml,29,0.0,1.0
text/x-php,29,0.0,1.0
application/xhtml+xml,29,0.0,1.0
application/postscript,29,0.0,1.0
application/x-tika-msoffice,29,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,29,0.0,1.0
video/x-flv,29,0.0,1.0
text/x-matlab,29,0.0,1.0
application/vnd.ms-excel,29,0.0,1.0
text/plain,29,0.0,1.0
image/png,29,0.0,1.0
application/pdf,29,0.0,1.0
application/msword,29,0.0,1.0
application/x-compress,29,0.0,1.0
application/x-tika-ooxml,29,0.0,1.0
application/rdf+xml,29,0.0,1.0
application/vnd.google-earth.kml+xml,29,0.0,1.0
application/rss+xml,29,0.0,1.0
application/epub+zip,29,0.0,1.0
application/x-elc,29,0.0,1.0
audio/mpeg,29,0.0,1.0
text/html,29,0.0,1.0
image/tiff,29,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,29,0.0,1.0
application/zip,29,0.0,1.0
image/vnd.microsoft.icon,29,0.0,1.0
video/quicktime,29,0.0,1.0
video/mp4,29,0.0,1.0
application/xml,30,0.0,1.0
application/fits,30,0.0,1.0
application/x-sh,30,0.0,1.0
application/x-msdownload,30,0.0,1.0
image/jpeg,30,0.0,1.0
application/atom+xml,30,0.0,1.0
image/gif,30,0.0,1.0
image/x-ms-bmp,30,0.0,1.0
image/svg+xml,30,0.0,1.0
text/x-php,30,0.0,1.0
application/xhtml+xml,30,0.0,1.0
application/postscript,30,0.0,1.0
application/x-tika-msoffice,30,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,30,0.0,1.0
video/x-flv,30,0.0,1.0
text/x-matlab,30,0.0,1.0
application/vnd.ms-excel,30,0.0,1.0
text/plain,30,0.0,1.0
image/png,30,0.0,1.0
application/pdf,30,0.0,1.0
application/msword,30,0.0,1.0
application/x-compress,30,0.0,1.0
application/x-tika-ooxml,30,0.0,1.0
application/rdf+xml,30,0.0,1.0
application/vnd.google-earth.kml+xml,30,0.0,1.0
application/rss+xml,30,0.0,1.0
application/epub+zip,30,0.0,1.0
application/x-elc,30,0.0,1.0
audio/mpeg,30,0.0,1.0
text/html,30,0.0,1.0
image/tiff,30,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,30,0.0,1.0
application/zip,30,0.0,1.0
image/vnd.microsoft.icon,30,0.0,1.0
video/quicktime,30,0.0,1.0
video/mp4,30,0.0,1.0
application/xml,31,0.0,1.0
application/fits,31,0.0,1.0
application/x-sh,31,0.0,1.0
application/x-msdownload,31,0.0,1.0
image/jpeg,31,0.0,1.0
application/atom+xml,31,0.0,1.0
image/gif,31,0.0,1.0
image/x-ms-bmp,31,0.0,1.0
image/svg+xml,31,0.0,1.0
text/x-php,31,0.0,1.0
application/xhtml+xml,31,0.0,1.0
application/postscript,31,0.0,1.0
application/x-tika-msoffice,31,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,31,0.0,1.0
video/x-flv,31,0.0,1.0
text/x-matlab,31,0.0,1.0
application/vnd.ms-excel,31,0.0,1.0
text/plain,31,0.0,1.0
image/png,31,0.0,1.0
application/pdf,31,0.0,1.0
application/msword,31,0.0,1.0
application/x-compress,31,0.0,1.0
application/x-tika-ooxml,31,0.0,1.0
application/rdf+xml,31,0.0,1.0
application/vnd.google-earth.kml+xml,31,0.0,1.0
application/rss+xml,31,0.0,1.0
application/epub+zip,31,0.0,1.0
application/x-elc,31,0.0,1.0
audio/mpeg,31,0.0,1.0
text/html,31,0.0,1.0
image/tiff,31,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,31,0.0,1.0
application/zip,31,0.0,1.0
image/vnd.microsoft.icon,31,0.0,1.0
video/quicktime,31,0.0,1.0
video/mp4,31,0.0,1.0
application/xml,32,0.0,1.0
application/fits,32,0.0,1.0
application/x-sh,32,0.0,1.0
application/x-msdownload,32,0.0,1.0
image/jpeg,32,0.0,1.0
application/atom+xml,32,0.0,1.0
image/gif,32,0.0,1.0
image/x-ms-bmp,32,0.0,1.0
image/svg+xml,32,0.0,1.0
text/x-php,32,0.0,1.0
application/xhtml+xml,32,0.0,1.0
application/postscript,32,0.0,1.0
application/x-tika-msoffice,32,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,32,0.0,1.0
video/x-flv,32,0.0,1.0
text/x-matlab,32,0.0,1.0
application/vnd.ms-excel,32,0.0,1.0
text/plain,32,0.0,1.0
image/png,32,0.0,1.0
application/pdf,32,0.0,1.0
application/msword,32,0.0,1.0
application/x-compress,32,0.0,1.0
application/x-tika-ooxml,32,0.0,1.0
application/rdf+xml,32,0.0,1.0
application/vnd.google-earth.kml+xml,32,0.0,1.0
application/rss+xml,32,0.0,1.0
application/epub+zip,32,0.0,1.0
application/x-elc,32,0.0,1.0
audio/mpeg,32,0.0,1.0
text/html,32,0.0,1.0
image/tiff,32,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,32,0.0,1.0
application/zip,32,0.0,1.0
image/vnd.microsoft.icon,32,0.0,1.0
video/quicktime,32,0.0,1.0
video/mp4,32,0.0,1.0
application/xml,33,0.17391304347826084,0.8364138588411408
application/fits,33,0.17391304347826086,1.0
application/x-sh,33,0.17391304347826086,1.0
application/x-msdownload,33,0.17391304347826086,1.0
image/jpeg,33,0.17391304347826234,0.021417891437877718
application/atom+xml,33,0.1739130434782609,0.05593636290019965
image/gif,33,0.1739130434782604,0.09866802400689428
image/x-ms-bmp,33,0.17391304347826086,1.0
image/svg+xml,33,0.17391304347826086,1.0
text/x-php,33,0.17391304347826086,1.0
application/xhtml+xml,33,0.17391304347825337,0.23313932111385005
application/postscript,33,0.1739130434782608,0.12717123493812685
application/x-tika-msoffice,33,0.17391304347826084,0.08332486534442421
application/vnd.openxmlformats-officedocument.wordprocessingml.document,33,0.17391304347826086,1.0
video/x-flv,33,0.17391304347826086,1.0
text/x-matlab,33,0.1739130434782608,0.11973543303482939
application/vnd.ms-excel,33,0.17391304347826086,1.0
text/plain,33,0.1739130434782584,0.1640043120804552
image/png,33,0.17391304347825973,1.40541986480933E-4
application/pdf,33,0.17391304347826184,0.16695858965539825
application/msword,33,0.17391304347826084,0.28246884005156897
application/x-compress,33,0.17391304347826086,1.0
application/x-tika-ooxml,33,0.17391304347826086,1.0
application/rdf+xml,33,0.17391304347826086,1.0
application/vnd.google-earth.kml+xml,33,0.17391304347826086,1.0
application/rss+xml,33,0.17391304347826114,0.2791412791242599
application/epub+zip,33,0.17391304347826086,1.0
application/x-elc,33,0.17391304347826086,1.0
audio/mpeg,33,0.17391304347826086,1.0
text/html,33,0.17391304347825295,0.6143836288838409
image/tiff,33,0.17391304347826086,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,33,0.17391304347826086,1.0
application/zip,33,0.17391304347826084,0.08332486534442421
image/vnd.microsoft.icon,33,0.1739130434782608,0.13087206329898618
video/quicktime,33,0.173913043478261,0.03213204280806715
video/mp4,33,0.17391304347826086,1.0
application/xml,34,0.0,1.0
application/fits,34,0.0,1.0
application/x-sh,34,0.0,1.0
application/x-msdownload,34,0.0,1.0
image/jpeg,34,0.0,1.0
application/atom+xml,34,0.0,1.0
image/gif,34,0.0,1.0
image/x-ms-bmp,34,0.0,1.0
image/svg+xml,34,0.0,1.0
text/x-php,34,0.0,1.0
application/xhtml+xml,34,0.0,1.0
application/postscript,34,0.0,1.0
application/x-tika-msoffice,34,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,34,0.0,1.0
video/x-flv,34,0.0,1.0
text/x-matlab,34,0.0,1.0
application/vnd.ms-excel,34,0.0,1.0
text/plain,34,0.0,1.0
image/png,34,0.0,1.0
application/pdf,34,0.0,1.0
application/msword,34,0.0,1.0
application/x-compress,34,0.0,1.0
application/x-tika-ooxml,34,0.0,1.0
application/rdf+xml,34,0.0,1.0
application/vnd.google-earth.kml+xml,34,0.0,1.0
application/rss+xml,34,0.0,1.0
application/epub+zip,34,0.0,1.0
application/x-elc,34,0.0,1.0
audio/mpeg,34,0.0,1.0
text/html,34,0.0,1.0
image/tiff,34,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,34,0.0,1.0
application/zip,34,0.0,1.0
image/vnd.microsoft.icon,34,0.0,1.0
video/quicktime,34,0.0,1.0
video/mp4,34,0.0,1.0
application/xml,35,0.3478260869565217,0.48942357019211286
application/fits,35,0.34782608695652173,1.0
application/x-sh,35,0.34782608695652173,1.0
application/x-msdownload,35,0.34782608695652173,1.0
image/jpeg,35,0.34782608695652467,2.1042961064149458E-7
application/atom+xml,35,0.3478260869565218,9.78986936940296E-6
image/gif,35,0.3478260869565208,9.477760352255904E-5
image/x-ms-bmp,35,0.34782608695652173,1.0
image/svg+xml,35,0.34782608695652173,1.0
text/x-php,35,0.34782608695652173,1.0
application/xhtml+xml,35,0.34782608695650674,0.0029543511250193382
application/postscript,35,0.3478260869565216,2.6155050004606487E-4
application/x-tika-msoffice,35,0.3478260869565217,4.8205709803379264E-5
application/vnd.openxmlformats-officedocument.wordprocessingml.document,35,0.34782608695652173,1.0
video/x-flv,35,0.34782608695652173,1.0
text/x-matlab,35,0.3478260869565216,2.0553735187941E-4
application/vnd.ms-excel,35,0.34782608695652173,1.0
text/plain,35,0.3478260869565168,7.234709003822719E-4
image/png,35,0.34782608695651945,3.901434777806212E-16
application/pdf,35,0.3478260869565237,7.770251393085376E-4
application/msword,35,0.3478260869565217,0.006366227966694991
application/x-compress,35,0.34782608695652173,1.0
application/x-tika-ooxml,35,0.34782608695652173,1.0
application/rdf+xml,35,0.34782608695652173,1.0
application/vnd.google-earth.kml+xml,35,0.34782608695652173,1.0
application/rss+xml,35,0.3478260869565223,0.00607150360236353
application/epub+zip,35,0.34782608695652173,1.0
application/x-elc,35,0.34782608695652173,1.0
audio/mpeg,35,0.34782608695652173,1.0
text/html,35,0.3478260869565059,0.14248151987053034
image/tiff,35,0.34782608695652173,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,35,0.34782608695652173,1.0
application/zip,35,0.3478260869565217,4.8205709803379264E-5
image/vnd.microsoft.icon,35,0.3478260869565216,2.933511518453548E-4
video/quicktime,35,0.347826086956522,1.065990532428015E-6
video/mp4,35,0.34782608695652173,1.0
application/xml,36,0.0,1.0
application/fits,36,0.0,1.0
application/x-sh,36,0.0,1.0
application/x-msdownload,36,0.0,1.0
image/jpeg,36,0.0,1.0
application/atom+xml,36,0.0,1.0
image/gif,36,0.0,1.0
image/x-ms-bmp,36,0.0,1.0
image/svg+xml,36,0.0,1.0
text/x-php,36,0.0,1.0
application/xhtml+xml,36,0.0,1.0
application/postscript,36,0.0,1.0
application/x-tika-msoffice,36,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,36,0.0,1.0
video/x-flv,36,0.0,1.0
text/x-matlab,36,0.0,1.0
application/vnd.ms-excel,36,0.0,1.0
text/plain,36,0.0,1.0
image/png,36,0.0,1.0
application/pdf,36,0.0,1.0
application/msword,36,0.0,1.0
application/x-compress,36,0.0,1.0
application/x-tika-ooxml,36,0.0,1.0
application/rdf+xml,36,0.0,1.0
application/vnd.google-earth.kml+xml,36,0.0,1.0
application/rss+xml,36,0.0,1.0
application/epub+zip,36,0.0,1.0
application/x-elc,36,0.0,1.0
audio/mpeg,36,0.0,1.0
text/html,36,0.0,1.0
image/tiff,36,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,36,0.0,1.0
application/zip,36,0.0,1.0
image/vnd.microsoft.icon,36,0.0,1.0
video/quicktime,36,0.0,1.0
video/mp4,36,0.0,1.0
application/xml,37,0.0,1.0
application/fits,37,0.0,1.0
application/x-sh,37,0.0,1.0
application/x-msdownload,37,0.0,1.0
image/jpeg,37,0.0,1.0
application/atom+xml,37,0.0,1.0
image/gif,37,0.0,1.0
image/x-ms-bmp,37,0.0,1.0
image/svg+xml,37,0.0,1.0
text/x-php,37,0.0,1.0
application/xhtml+xml,37,0.0,1.0
application/postscript,37,0.0,1.0
application/x-tika-msoffice,37,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,37,0.0,1.0
video/x-flv,37,0.0,1.0
text/x-matlab,37,0.0,1.0
application/vnd.ms-excel,37,0.0,1.0
text/plain,37,0.0,1.0
image/png,37,0.0,1.0
application/pdf,37,0.0,1.0
application/msword,37,0.0,1.0
application/x-compress,37,0.0,1.0
application/x-tika-ooxml,37,0.0,1.0
application/rdf+xml,37,0.0,1.0
application/vnd.google-earth.kml+xml,37,0.0,1.0
application/rss+xml,37,0.0,1.0
application/epub+zip,37,0.0,1.0
application/x-elc,37,0.0,1.0
audio/mpeg,37,0.0,1.0
text/html,37,0.0,1.0
image/tiff,37,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,37,0.0,1.0
application/zip,37,0.0,1.0
image/vnd.microsoft.icon,37,0.0,1.0
